,movie,user_review_permalink,user_review,gpt_movie_title
859,The Hobbit: An Unexpected Journey,https://www.imdb.com/review/rw2718922/,"I was convinced the (many) criticisms I read beforehand were exaggerated and wouldn't bother me. To my surprise, quite some criticisms seemed justified in the end ...***THE SCRIPT***ADDITIONS: On paper, the additions looked like a great way to create added value. However, while I understand why they included them, they all feel out of place.Opening scene: Ian Holm just looks too dissimilar from his appearance in FOTR (especially his haircut), which is really distracting. The frame story doesn't blend in naturally and the history of Erebor has too much to show in too little time.Radagast: He appears as suddenly as he disappears. His scene in Dol Guldur really threw me out of the movie.The White Council: I know the screenwriters want to underline the growing dark powers (hence the - preposterous - finding of the Morgul blade), but the empty talk about things of which we all know how they've played out in the LOTR films isn't convincing at all.Azog: An appallingly one-dimensional character, who feels most out of place (the fact that he looks like a creature from a cheap horror movie also doesn't help ...). His scenes have a strange ""un-Tolkien"" vibe, particularly the battle of Azanulbizar (the worst scene of the movie), which doesn't feel like a fierce and thrilling battle at all.FROM THE BOOK: The episodic structure prevents the film from having a fluid narrative and squeezes the tension out of every new dangerous situation: the events just leave you cold.In the book, we experience everything through Bilbo's eyes, which creates a strong connection between the reader and the main part. This is missing from the movie: Bilbo even seemed to have more or less disappeared between the troll encounter and the stone giants' battle. His homesickness, his doubts, all of this isn't really developed in the script.The emphasis on Thorin is a good thing, but also not perfect: during the enclosure by the Wargs, I didn't buy Thorin's charge towards Azog and especially Bilbo's sudden ""action hero saves the day in the nick of time"" intervention. The latter seemed like a very inappropriate way to illustrate Bilbo's courage.There were actually only two great scenes: Riddles in the Dark is amazing, but ironically, it also painfully shows how mediocre the rest of the movie actually is, because this is the only moment that comes close to the level of LOTR. Also, Bilbo's speech after they've escaped Goblin Town is a very welcome, for rare touching moment.***THE PACING***It's quite astonishing some people complain about the pacing, because the film was over before I knew it. In fact, I think the pacing is about just right and proved it would have been really difficult to adapt the book in just one fully-fledged movie. But since I didn't like the additions, I'm doubting whether a third film is necessary after all (but I suspend my judgment until 2014).***THE CINEMATOGRAPHY***One of the biggest (unpleasant) surprises is the cinematographic style. I'm not talking about the bright colors or the digital images, but the (lack of physical) camera use. Whereas LOTR has stunning ""real"" camera movements and an extremely accomplished ""handicraft"" feel, AUJ often feels like a video game. The camera is flying and whirling so limitlessly that it just doesn't feel like an authentic movie anymore. This is particularly apparent during the Orc chase and above all the absurd Goblin Town escape. The CGI is perfect, but too much is just too much.***THE MUSIC***After my long list of complaints, I'm truly relieved to say there is at least one thing that unconditionally gets my support, which is the score. The people who unfairly label Howard Shore's work as a ""re-hash of LOTR"" obviously didn't pay full attention, because when you listen to the score multiple times (and I admit it also took me several spins to really appreciate it), you discover a new rich and diverse musical tapestry once again masterfully woven by Shore. OF COURSE you hear the same themes when EXACTLY THE SAME places are visited as in ""The Fellowship of the Ring"" ... If someone deserves credit for ""The Hobbit"", it's Shore: his music is in my view the only aspect of the movie on par with the level of LOTR.***3D & 48 FPS***The 3D was good, no complaints about that. However, although I have no problems with watching movies in 3D, I start questioning its necessity.I am bewildered many people claim that 48 fps creates a ""TV-look"" with ""actors with clear make-up on a fake set"". I didn't have that feeling at all, but on the other hand - and this was the most surprising - the difference with 24 fps isn't THAT spectacular. After 30 minutes, I even had to remind myself: ""Oh, I'm watching 48 fps, right?"". Yes, the images look very clear and it does smooth fast movements, but the latter (which is positive) only sticks out a couple of times (and no, the motion never comes across as ""sped up"", so I was never distracted by the higher frame rate). All in all, I consider 48 fps to be an improvement over 24 fps (without diminishing the ""cinematic"" look of a film), but I didn't have the feeling I had witnessed a ""revolutionary new cinema experience"".***** CONCLUSION *****I didn't expect (or want) a replica of LOTR, but while ""The Hobbit"" isn't a bad movie, it isn't good either. I'm still perplexed I don't feel any urge to go see it again, unlike the LOTR films. We can only hope that Jackson recovers in time to save the next two films from unnecessary additions, lack of focus on Bilbo and a video game feeling. Well, at least we have new brilliant music to listen to!",The Hobbit
860,The Hobbit: An Unexpected Journey,https://www.imdb.com/review/rw5483799/,"It's definitely no LOTR...But it's still a pretty cool movie. Sure, it took it's time to try to tell the story and dragged on for a little too long, but other than that, the special effects were great, and it was entertaining as hell. It's a good introduction to The Hobbit franchise.",The Hobbit
861,The Edge of Heaven,https://www.imdb.com/review/rw1794567/,"(1) The single quality of this movie, as with all great art, is ""what is NOT said/shown"", but what the viewer has to make up in his own mind. This being a German movie, could it also be necessary to go back those 30 years, when Susanne (Hanna Schygulla's character) went hiking to India, so mid- to late 1970's. Could she have been this bit leftist-leaning person ? This could explain her resolve finally to support Ayten - after the EU/Turkey argument - and also the break-up with the completely absent husband, Lotte's father (only hinted at in the phone booth sequence). (2) The ""Bayram/Abraham's sacrifice"" (starts at scene one !) is the key underlying the film and uniting the countries and the characters: /SPOILER/ every one of them is responsible for killing whom he/she likes most but you can repent already ""on this side"".",N/A
862,The Edge of Heaven,https://www.imdb.com/review/rw1916173/,"I usually comment on films right after I've seen them. However, ""Auf der anderen Seite"" (The Edge of Heaven), touched me in a way that few films do, so a month has passed. This story of two sets of mothers and daughters, a father and his son...and a gun seems familiar, but its resolution is anything but. To lay out the plot would be daunting. So much ground is covered, yet it unfolds effortlessly. F a t i h Akin's screenplay is elliptical--the story starts where it finishes--but by the end, when the opening scene is replayed, our journey with these characters puts us, indeed, on the edge of transcendence.Amid the desperation on display, small details brim over the images: a son waters his father's tomato plants pausing to taste the ripened fruit, a mother pits cherries that stain her fingers, another manicures her nails to avoid a quarrel, we imagine a bookstore's--specifically a German language bookstore in Istanbul--smell and the safety it can bring to a foreigner.... These domestic details are set against much larger, although finally insignificant, struggles: the cultural divide of immigrants, students revolting against an oppressive government, how imprisonment can deaden the soul. But F a t i h Akin wants the basic struggles of family bonds to be central here. It's the resolution of family rifts--small and large, emotional and physical--that are urgent.The choice of settings, music, lighting... all carefully selected to build toward one moment that catches us off guard. When a foreigner asks ""What is Kurban Bayrami?"" (a Turkish holiday) the many seemingly disparate elements that we've been watching--in good faith because they're so rivetingly told--suddenly come together, it almost knocked the breath out of me.Whether or not we as viewers have lost a father or mother or a child, through death, physical separation or emotional turmoil, we can understand what these characters suffer. And how all that can be healedthe willingness to have faith that good intentions can mend this troubled worldis something like a miracle to find illustrated on film. The weapons these characters lay down to pursue goodness don't necessarily have the effect they intend, but as we watch lives torn apart and then healed we see what they don't. And we carry that lesson out of theater with us.",The Edge of Heaven
863,Atonement,https://www.imdb.com/review/rw1843657/,"The tragedy and poignancy of this wartime love story should've torn my sentimental heart out. But I found I was checking my watch repeatedly during the last hour since I figured out by then that nothing much of great cinematic significance was going to happen.A privileged and obnoxious precocious rich girl makes a false allegation regarding a decent and mildly likable working class man, and she is believed by virtue of her station in life, effectively ruining his life. This may make some deep statement about the entrenched class system in Britain, but this interesting point is never developed in favour of shallow Harlequin romance sappiness.I just didn't given a damn about anyone in this movie. Keira Knightley, despite her striking physical beauty, remains just as aloof and unlikeable here as in her incarnations of Elizabeth Swan and Elizabeth Bennett. And I expected I would identify more with McAvoy's character, as many if not most men hugely fear being misunderstood in relationships and thus vulnerable to vexatious allegations of sexual impropriety. But I found so little endearing in him--he by no means impressed me as the quintessential romantic hero who I wanted to get the girl despite ostensibly insurmountable obstacles.The Vanessa-Redgrave-as-Briony revelation at the end of the film was a mildly entertaining ""twist"", but still the fact that Robbie and Cecilia were casualties of the war before they could be reunited did not move me much at all.In short, it ain't Casablanca. The star-crossed-lovers-in-wartime thing has been done before Atonement. And it has been done better.Despite the invective of another review, I am very attentive to film music and I really liked the score. The incorporation of an old typewriter as a percussion instrument at points was striking and original and I really enjoyed it.The film really deserves a 6 (mildly entertaining and not a complete waste of time), but I give it a 1 in my attempts to offset the abundance of pathetically misguided reviews that are claiming to find cinematic genius here.",Atonement
864,Atonement,https://www.imdb.com/review/rw1833754/,"I usually don't like watching novels turned into movies (specially when I liked the novel as much as I liked McEwan's ""Atonement"") but this was a really pleasant surprise. The plot is extraordinarily well adapted, leaving out what cannot possibly be included in a two-hour film, changing very few details to translate literary language to cinematographic language but sticking to the essence and the spirit of the novel.I really believe that if you enjoyed McEwan's novel, you will fall for this beautiful film. If you have never read McEwan, you will fall for the intriguing and thrilling story written by this wonderful English novelist.Please, don't miss this one!",Atonement
865,Drive,https://www.imdb.com/review/rw2507827/,"I really tried to like this movie but honestly it was pretty strange. First of all there's no real story. I feel no connection to any of the characters or the acting. Gosling is this weird arrogant silent guy that we never learn much about. All the other characters are quite cliché. The coincidence is also pretty strange that Gosling happened to live in the same floor as the guy he wants to help with money problems is actually in dirty business with the guy sponsoring Gosling. Plus the movie is called ""drive."" I expected to see little more stunts than just unrealistic and unnecessary handbrake spinning in only one scene. The filming and setting were the only good things about this movie. Not even the music was catchy. I feel like I've been have a strange plot less and lifeless dream while watching this movie. NO substance at all and strange acting i will rate this movie maximum a 6.8. I don't understand what the hype is and why people are going crazy about it. It really is something just to pass time let alone a masterpiece. As if everything mentioned wasn't bad enough the violence is just downright ridiculous and again unnecessary. Who is one second kiss a girl romantically and the next second bashing someones skull open. I don't even know what else to say, this is a movie i will remember for being slow and strange.",Drive
866,American Gangster,https://www.imdb.com/review/rw1793442/,"Yeah, yeah I know its Ridley Scott and it will probably win a few academy awards and he made Alien and Gladiator and bla bla bla but when I watched this with a friend, we almost fell asleep from boredom. It's suppose to be a gangstermovie but all they do is talk, talk, talk. Almost no action at all. Russel Crowe displays wooden acting which he has done in all his movies except from ""Proof of life"" and ""LA Confidential"". Denzel Washington doesn't look anything like the real Frank Lucas. He is way too handsome. And he plays the character too much like a nice guy and here is why that is a problem.I read an interview with the real Richie Roberts, who caught Frank Lucas, who don't understand why is Lucas represented as a good man in this film. According to Roberts, he killed more black people than the KKK, ruined several black families and he was a drug-lord. He was a murderer and a criminal, nothing more. And Ridley Scott makes him seem like a businessman who just happens to be moving cocaine and heroine.And the real tragedy of it all, was that Frank Lucas only got 7 years in prison, instead of the 70 years, he was sentenced to serve. Because he testified against cops that took bribes from him. And now, because of the movie he sees himself as a hero and a star. And that's how the audience will sea him as well. Nice going Ridley: you made a very, very, very long and really, really, really boring movie, making a murderer and a drug-lord seem like Martin Luther King.I know nobody will agree with me, but even the greatest moviedirectors in the world, makes bad movies from time to time and this is one of them.",N/A
867,American Gangster,https://www.imdb.com/review/rw2675332/,"American Gangster is a biographical crime film directed by Ridley Scott and written by Steve Zaillian. The film is based on the criminal career of Frank Lucas, a gangster from La Grange, North Carolina who smuggled heroin into the United States on American service planes returning from the Vietnam War. It features Denzel Washington and Russell Crowe in leading roles,together with John Ortiz, Josh Brolin, Chiwetel Ejiofor, Norman Reedus, Ruby Dee, and Lymari Nadal in supporting roles.There was a time when no one noticed reserved driver Frank Lucas, but when the criminal kingpin he was charged with transporting through the city streets suddenly dies, Lucas seizes the opportunity to build his own criminal empire. In the following months, Lucas solidifies his status as Harlem's most innovative drug dealer by delivering a product that is purer than the competitors' and cheaper, as well. When innovative businessman Lukas attempts to go semi-legit by becoming one of the Manhattan borough's biggest civil supporters, however, street- savvy outcast cop Ritchie Roberts begins to sense a sizable shift in the hierarchy of the drug underworld. But Roberts is one of the few honest detectives operating within a corrupt system, and as he sets out to investigate the case, crooked detective Trupo does everything in his power to compromise the integrity of his idealistic counterpart. Upon clearing all of the usual Mafia-connected suspects, Roberts begins to believe that a previously unknown black power player has come out of the woodwork to dominate the local drug trade. While Roberts and Lucas may be operating on opposite sides of the law, the one thing that both men have in common is a strict code of ethics that separates them from their opportunistic colleagues. Now, as a confrontation between the two men becomes inevitable and the fate of each becomes inexorably tied to the other, it gradually becomes apparent that only one of them will emerge from the conflict victorious.American Gangster an epic, true crime drama, that although not entirely original in its premise is excellent in its execution.It maybe long at 157 minutes but immerses its audience with its twists and intricacies as it plays out and considers the logistics and consequences of crime and police corruption, with a plethora of show-stealing performances from the cast especially Washington's steely grip on his impersonation of Frank Lucas.",American Gangster
868,Avatar,https://www.imdb.com/review/rw2172172/,"Well, I just saw Avatar this morning, one of the press premieres which are running on these days. My opinion: you've seen this story a hundred times, but never like this. Finally 3D is what it's supposed to be, an instrument at the service of the movie. You'll enjoy the visual experience, no doubt.As for the story, some of the ""inspirations"" are so huge and so obvious that mentioning two or three of them would REALLY ruin the movie for you, and I'm not willing to do that. Lots of mysticism and ecology, if you like that stuff. If you're 15 or so, you'll have a great time thinking that it's the first time somebody makes something like this. If you're an experienced movie watcher, better leave your skepticism at the door, bring lots of pop corn and enjoy with the usual action-flick-with-moral-and-loads-of-clichés.I liked it, however: ""the movie that re-invents movies""??? No way.",Avatar
869,Mr. Nobody,https://www.imdb.com/review/rw3237853/,"Of course I understand if someone says/thinks this is pretentious. But if you're a fan of weird Science Fiction and/or Terry Gilliam, you should feel right at home. This really out there movie, gives you a lot to think about (if you're up for it). It's also kind of a twisted version of Lola Runs.It just takes that ""what would happen if"" concept to another level (or is it dimension?). Every decision you make has consequences. The bigger the decision the bigger the consequences obviously. Which doesn't mean that small things don't matter. Quite the opposite, but the movie has to concentrate on a few things and it does so very well. Nicely acted and maybe not the easiest movie to follow this is executed very well ...",N/A
870,Mr. Nobody,https://www.imdb.com/review/rw2130216/,"Just caught the north American premiere at the Toronto Film Festival. This is my first IMDb comment, doing it cause i saw no one else has written anything yet.Jaco is an absolutely brilliant writer/director. I haven't seen too many art-house films, but I was pleasantly surprised by the tone which wasn't too serious, or pretentious. There were laugh out loud moments during a movie with themes concerning choice, destiny, and metaphysics.I was enamoured by the love story, it was feel good without being Hollywood.The visuals were amazing. I believe that Jaco explained that he used different DP's to film the different possible lives of Mr. Nobody. There were scenes set in the year 2092 that were absolutely stunning on the big screen.I found the soundtrack to be awesome. Any movie with ""Mr. Sandman"" and ""Where is my mind?"" is alright by me.The movie was extremely imaginative, original, funny, and will probably have me thinking about it and my own life for days after viewing.",N/A
871,Apocalypto,https://www.imdb.com/review/rw2629547/,"Absolutely thrilling movie with non-stop action. But what thrilled me most was not the action. It was the blunt portrayal of a violent culture, and an acknowledgement that slavery, violence, and war were part of many cultures years ago. I'm sure the Hollywood critics hated this movie since Gibson made it and they fail to see fault in any culture other than mainstream white America. People who think it's too violent are sticking their head in the sand as far as what it was like to live in many time periods throughout history. This really is a historically significant movie that unfortunately will probably not get the credit it deserves.",N/A
872,Apocalypto,https://www.imdb.com/review/rw3533470/,I was lucky to see this film in a theatre in 2006. What an experience man. Went into without watching the trailer or reading any reviews. This is one of the best survival films ever made. Everything is good bah this flick. An awesome visual treat. The best adventure story with a lot of brutal action. An adrenaline filled chase movie. The last 45 minutes beats all parkour n survival films put together. Thank you Mad Gibson for a wonderful cinematic experience. Its a masterpiece. This movie held me on the edge of my seat from its beginning til the end credits. The waterfall sequence is just breathtaking. It beats the scene from Predator n US Marshals. Those cameramen really deserves credit for the chase scenes. The movie has an amazing n breathtaking visuals and landscapes.,N/A
873,Little Miss Sunshine,https://www.imdb.com/review/rw1560066/,"This film really helped me out when all i thought was that i would never laugh again ! truly laugh ! I've been depressed for a while, this really helps to put things in context ! i recommend anyone who has a little depression in their lives to watch this film! get through it, keep at it, but don't over analyse it, its there to be funny ! things cant change your life, but its shows that other can do so with a little help and effort ! and humour ! i wont watch this film again, or comment on it or maybe talk about it, but for now let me tell whoever this may concern it helped ! thank you for making the effort to read this ! help to think someones interested ! god bless and let a little bit of sunshine come into your heart today ! X",N/A
874,Little Miss Sunshine,https://www.imdb.com/review/rw1411255/,"I went to a screening of this film at Sundance earlier this year, and this is what I wrote about it immediately following:This was a little less indie, cast-wise, but was jarringly real in a way that Hollywood rarely fosters. The story is of a limply-functional family, whose good leg is dysfunctional, and of the way that their love for each other is solid, somewhere underneath the varying shades of crazy. This film. Oh, this film! I have never laughed harder, and at such true-to-life comedy--nothing silly or goofy or forced or fake about the lines. It felt more like watching a documentary (minus all the familiar faces) and every time the laughter became almost unbearable, a little dash of agony or melancholic sadness was thrown in, and spawned aching tears. I sigh still, thinking of how completely in control of my insides that cast, that writer, that director all were. They owned my ass, and I will love them forever for it.I can't wait to see it again. Do NOT miss it.",N/A
875,Hot Fuzz,https://www.imdb.com/review/rw1596900/,"So here we have it, the eagerly awaited follow-up from the same team that brought us Shaun of the Dead. But whereas Shaun (hereafter shortened to SOTD) drew its inspiration primarily from zombie films (more specifically, George Romero's ""Dead"" films), Hot Fuzz throws its net a bit wider, taking in every buddy-buddy cop action film made in the last 20 odd years and combining it with a very British perspective. Think Midsummer Murder spliced with Bad Boys 2 and you should have the rough idea.Through a series of quick cuts we are introduced to Nicholas Angel (Simon Pegg), an outstanding officer in the London police force, a super cop with an arrest record 400% higher than anyone else. In fact he's so good, he makes everyone else look bad. So Angel is packed off to the picture-perfect village of Sandford, alone save for his beloved Japanese Peace Lilly. On arrival Angel finds it difficult to adjust to village life, constantly on the look out for crime in a place where there hasn't been a murder for over 20 years and the police station is so quiet that the staff spend most of their time eating cake and ice-cream. He also finds himself partnered with over-eager constable Danny Butterman (Nick Frost), the son of amiable Police Chief Frank Butterman (Jim Broadbent). Danny is obsessed with action films and believe's that Angel is his chance to live out his dreams of car chases and gunfights.With the set-up completed within the first 15 minutes it's on with the plot as people start to die in a series of grisly ""accidents"". Angel is suspicious but no-one believes him apart from Danny. With the body count rising though, the two need to work together to find out what's going on or could it be that Angel is just wound too tightly for country living? Pegg and Frost have been doing their double act for so long it's become second nature and it's nice to see them playing (slightly) different roles. Just like SOTD, they are ably supported by a cast of familiar faces from British film and TV. It's good to see Timothy Dalton having so much fun, playing the sinister Mr Skinner with a moustache-twirling relish. Other standouts include Paddy Considine and Rafe Spall as the Andy's, two detectives who spend most of their time verbally abusing Angel and Danny.The film is packed full of references, which I'm sure will take multiple viewings to catch. There's some inventively gory scenes which are sure to make everyone a bit more careful around churches and model villages, though they are a bit too obviously CGI. It's a shame that the action doesn't kick into high gear until the final third but with the plot not going down the most obvious of routes and since I was laughing all the way through I can't really complain. The film is a success in it's attempt to create a ""British"" action film, combining adrenaline-fuelled action with the mundane and everyday.",Hot Fuzz
876,The Curious Case of Benjamin Button,https://www.imdb.com/review/rw2006248/,"I don't understand the appeal of this film. It has no plot (which is not necessarily a bad thing. Another Fincher/Pitt collaboration from 1999 comes to mind), the protagonist has no goal, and the film basically has no conflict.Massive Spoilers Below.Button is a FREAK. You would think his life would be a living hell full of torment and meaty conflict...but no. Button's life is wonderful. He rarely encounters hardship.He gets abandoned by his father, who shows up later and gives Benjamin everything he owns. He is taken in by a loving woman who cares for him every step of the way, keeping him far from anyone who would consider him to be a freak. He lives the good life growing up...or would it be down? He gets a job handed to him while sitting on a bench (a job that he loves so much that he would have done it for free, but he's getting paid!). He travels the world feeling no ill effects and not being taunted or ridiculed one single time for his disorder.Most difficult situation he encounters is being left without a life jacket when the tugboat encounters a German WWII sub, which the tugboat ends up defeating with such ease and rapidity, Benjamin doesn't even have time to do anything but crouch down for a minute and hide. The lack of a life jacket doesn't even come into play at all. A set-up with no pay-off. What was the point of that? The episodic nature of the story makes it difficult to remember whether Tilda Swinton's character showed up before or after Benjamin went to war, but it doesn't even matter. Swinton has an affair with Button, but Swinton's husband is a spy! Oh shlt? Nope. That is another set-up without a pay-off. More conflict avoided. It's an affair without any repercussions.The closest the film comes to a plot is the love story between Daisy and Benjamin, which is also the closest the film comes to displaying any sort of real conflict. Benjamin goes to New York to surprise Daisy only to find out she is with someone else. She rejects him. Benjamin goes to Paris. Daisy rejects him again. However, the rejections are only temporary, and Daisy forgives him entirely. More conflict avoided.From there on, they live a wonderful life. There is even a montage showing how wonderful their life together is. Neither one has to deal with any sort of conflict for a while. They just have sex and fun all day long. They eventually end up having a child together, and Benjamin decides to walk out on them to avoid the possibility of conflict arising from the fact that he will eventually grow young and Daisy will have to care for both of them.So despite his radical disorder (that nobody even really comments on, let alone ridicules him over), Benjamin goes through what some would consider a perfect life. He ends up with everything he wants and doesn't even have to work to get it.Hell, I wish I was born backwards so my life would be free and easy.How could a story with a concept so ripe with conflict completely avoid it?",N/A
877,The Curious Case of Benjamin Button,https://www.imdb.com/review/rw2110165/,"if you've not watched this film yet then go see it, its a beautiful film. brilliantly crafted by one of my favourite and best directors around ""David Fincher""...... both the leads in this should of won Oscars, especially Brad Pitt. Just seeing him going through the aging process backward in the film is beyond brilliance. Cate Blanchett is very good too as the women Brad Pitts character loves in the film. All of the actors really give it their personnel best in this timeless classic. The film is fairly straight forward even though it is weird, Brad Pitts character was born old and through the years of his life he starts to grow younger and younger. It's just an epic journey through the life of what this man comes across. The film is on for about 3 hours but when I watched it that time went very quick. I do think longer films are so much better than short ones for the fact that they are more descriptive and you can get amazed by the story more. I'm so glad this won 3 Oscars even though it could have won more. It's not Fincher's best work but it's sure a film that won't be forgotten........ 10/10....... j.d seaton",The Curious Case of Benjamin Button
878,Veer-Zaara,https://www.imdb.com/review/rw1051613/,"Omg. I am not the biggest fan of Hindi movies, and i don't watch them ever, but i went to Canada for spring break, and my uncle had this movie, and i watched it. I loved it more than any movie. I cried, and laughed. This the the best movie in the whole world. Zarra is beautiful, and i think she is very brave to go to an Indian man like that. Veera is SO hot, even though he is like 45 or something, he is such a great actor, and i love him. I wish that Zarra and Veera would be a really couple, cause if they can make me cry with there love, thats a first. They are so cute together, and they have to be together forever. The ending of the movie was the best, and i think that the lawyer, is really pretty. I love her eyes. She maybe the first Pakistani lawyer, but she is the most generous, and hard working women i have actually seen in Pakistan.",N/A
879,Veer-Zaara,https://www.imdb.com/review/rw2092295/,"Yash Chopra's Veer-Zaara is a film about humanity, devotion, sacrifice, and the power of love. It is a visually stunning and emotionally touching picture about star-crossed lovers who meet once and are tied forever. Yash Chopra artistically combines realism with greatly unrestrained emotion and some overdone sentimentality. Although the love story itself, the separation and everything else is very typical, Chopra creates an entirely different film in the way it portrays the respect the lovers have for each other, the honour they pay to parents and elders, and their genuine willingness to sacrifice themselves for each other. It is a cross-border love story between an Indian and a Pakistani, yet their nationality is not what prevents them from being together. That's what really makes sense in this film. It flows very well through the stunning views of Indian and Pakistani fields and groves, and colourfully shows the bright sides of each country. The film does look a bit dated, but then it does not have a defined period of historical time, which makes it an all-time saga.The film also addresses women's empowerment through Rani Mukherjee's role of a Pakistani lawyer who tries to overcome society. There are many surprising and touching moments in the film. The love story is portrayed grandiosely, with larger-than-life orchestral music of heavy violins and piano. The movie soundtrack is perhaps the most beautiful soundtrack in recent years, and the fact that it was actually composed many years ago contributes to the epic mood of the film. Shahrukh Khan and Preity Zinta are great choices for the film. They resuscitate their characters with restraint and dignity and have a credible chemistry despite not having much physical interaction. Khan is the main soul of the film and he is believable in everything his character goes through. Zinta is beautiful and compelling as the intelligent and headstrong Zaara, and looks great in traditional outfits. Rani Mukhejee makes a great impact with her relatively minor but pivotal role of the tenacious, level-headed Saammiya. She is natural and impressive and leaves the film as a winner.Veer-Zaara, though a completely entertaining epic romance, is not the greatest film you'll see and it often goes over-the-top in its emotions. It is far from being flawless and has its share of loopholes where script is concerned. Having said that, it just doesn't matter here. This film is far ahead of anything it can be blamed for. It is about the main values a person should cherish in life: humanity, respect and love, and it conveys this message very well. It is one of those films which become classics instantly, and I recommend it to anyone, whoever and wherever he is.",Veer-Zaara
880,Adam's Apples,https://www.imdb.com/review/rw1339998/,"This was a wonderful surprise at the (Cleveland) CIFF, a well-made dark comedy.Adam is a neo-Nazi on a sort of Danish ""probation for reprobates"", where society's sinners are given a gradual re-introduction to public life under the guidance of Ivan, a parish minister. Adam needs to negotiate a ""program"" for his several weeks stay; despite his efforts at being arch and cynical Ivan takes him totally in seriousness, setting ""baking an apple pie"" as Adam's goal. A battle of wills ensues between Adam and Ivan, with wonderful comedic support from Gunnar (Nicolas Bro in another wonderful role) the ex-tennis player and Khalid (Ali Kazim) as a not-yet-reformed terrorist.Everyone is coping here, but the central character is clearly Ivan (perhaps the funniest I've seen Mads Mikkelsen!). He comes across as ""Pangloss"" with a twist: ""everything is for the best"" in this world only in that the devil conspires to make everything a test of man's faith. He is completely deluded yet completely steadfast. This rational irrationality is perhaps the greatest challenge to Adam; no matter what he does Ivan retains his faithto a point where the comedy simply takes another course.Not to give away the delight of this comedy's surprises, the characters cope with life, each other, are exasperated and exasperating, consistently inconsistentthe trials of Job are well played out in this barely disguised absurdist romp.",N/A
881,Adam's Apples,https://www.imdb.com/review/rw1149741/,"I went to see this film last night. I had no expectations going in to it, other than the fact that I really love Danish films and the actor Mads Mikkelsen. The movie really blew me away. The story is told in such a way that you find yourself laughing in the strangest places, you get really shocked in other places and the communication between the persons is extreme and wild! The acting from all of the actor's is superb!You go out of the movie theater with a smile on you face at the same time you find yourself reflecting on some of the key questions on life itself..Go out and watch it as soon as possible!",N/A
882,Pride & Prejudice,https://www.imdb.com/review/rw1213354/,"This film is one of the worst adaptations of Pride and Prejudice ever filmed and if Jane Austen were alive, she would demand that her name be removed from the film. Austen's novel is only superficially a story of the development of true love between Elizabeth Bennet and Fitzwilliam Darcy. It is also a commentary on the class structure of Regency Britain. This film focuses only on the love story, thereby disappointing viewers who hoped it would do justice to the novel.There are numerous problems with the historical accuracy of the film. In the film, the dance at which Darcy snubs Elizabeth is not the refined dancing done by the gentry, to which the Bennet, Lucas, Bingley, and Darcy families belong, but is rather the dancing of the lower classes. The gentry would not have been dancing as if they were at a peasant barn dance. There are costume and hair problems, too. The custom of the period required married women to wear white cloth hats to cover their hair and for women to wear bonnets when outdoors. Women of the Regency period were not so liberated as to forego the bonnet requirements in public. The worst historical inaccuracy is the early morning meeting of Elizabeth (in her nightgown and coat) and Mr. Darcy (sans cravat and vest) at which they admit their love for each other. This is an unforgivable liberty with the novel. No respectable young woman or gentleman would venture out of doors in such a state of undress or seek to meet someone of the opposite sex at such an early hour. But the worst thing of all with this film is the mangling of Austen's dialogue and the atrocious modern dialogue. Austen's dialogue needs no assistance from a writer who thinks he/she can write like Austen. The writer of the non-Austen dialogue not only lacks Austen's talent but also has no feel for Austen's style. The juxtaposition of the two styles is jarring.As for the acting, the best is done by Judi Dench, who clearly understands the imperiousness of the aristocracy. Brenda Blethyn takes some liberties in making Mrs. Bennet less awful than Austen's portrayal. Her portrayal is interesting and seems to work. Donald Sutherland is miscast. His affected British accent is terrible and he portrays Mr. Bennet too much as a father of the 20th century and not a father of the late 18th century. Matthew MacFadeyn's portrayal of Darcy is flat. I can't imagine anyone falling in love with his Mr. Darcy. Keira Knightly is a pretty Elizabeth, but her portrayal of Elizabeth Bennet is far too modern. Knightly focuses on the Elizabeth's forthrightness, but her portrayal completely lacks an understanding of the social mores and conventions of the time. She would have done well to actually read the novel before attempting to portray Elizabeth and to do research on the behavior of women of the period.If one is making a period movie, one must be true to the period. This film needed an historical adviser who actually knows something about the Regency period. It also needed a writer who has a better appreciation and understanding of Austen's text. I can only hope Emma Thompson decides to do a film of Pride and Prejudice in the near future to erase this abomination from our minds.The best thing that can be said about this film is that it contains many pretty scenes of the English countryside. Chatsworth is well used as Pemberly (as it was in the 1995 BBC adaptation). But pretty scenery and pretty actors cannot save this film. True fans of Austen will rush home to watch their DVDs of the far superior 1995 BBC production with Jennifer Ehle and Colin Firth or to read Austen's text in order to wipe this version from their minds.",Pride and Prejudice (2005)
